utterance_id,valence,arousal,dominance,emotion,text,audio_features,audio_waveform
Ses04F_impro02_M003,-0.5,-0.25,-0.25,angry,": I mean we both knew that this was going to happen.  It's just that I feel that, you know, I don't want Susie growing up without a mother.","[-0.350423593270818, 1.9607688347428742, 1.4049702378649989, 1.1497551444164413, -1.1551319055208606, -0.08840186319783988, -2.035156224719805, 0.5608009102499459, 1.040554249183873, 0.1777122806159117]","[1.2029865313109136, 1.309751133645421, 1.3990101559263741, -0.2939768501956672, -1.081384924923143, 1.9434926889933055, 1.640006014243694, 2.0223759484493864, -0.48629254237710634, 0.12698566013639467, 1.5548477625818669, 0.1499765639796756, -0.3959621681197946, 1.1359808379401348, -1.8819929585144375, 0.9590413106988712, 0.21970919620655266, 0.9764801443683312, 1.29762955509121, -0.3754867325572737, -0.9425683026299643, -0.5958128378857958, -1.2965216288459047, -1.1367287266709942, -0.7477390601812784, -0.6048087118740505, 0.3999648333307956, -0.4332151201009508, -1.5054546891384113, -1.1446445062649693, 1.187637777012978, 0.3101298096381775, 0.9614377546334484, 0.9747553220785586, -0.2590359387040139, -0.49931150080405984, -0.04488791697649393, -1.783873564409472, 0.37305013163673, -0.3673980097948682, -1.521333394873289, -0.6466314860531378, 0.6727143037947354, -2.1475936671204545, 0.19486842727895162, 1.2820189245460156, -0.5883061877983639, -0.3951090816263706, 0.2037656243409741, -0.8670923754659784, 0.1945121561734854, 0.37625349981943346, 0.7849949851582649, 0.5448306623944, 1.1337830546030747, -0.26923115534048864, -1.2266576210661733, 1.8360789967786253, -0.5804881218995055, 0.27811817522939314, -0.8303509829682009, -1.6092568946625936, -0.5461901439204258, 0.3706611470116597, 0.8411267796495951, -0.8907264000737667, 0.6258870542389143, 0.18904500275242936, -0.7618562280502242, -0.21405452836504796, -0.3959986105628498, 0.7896993079808584, 1.700316570267092, -0.09745571095313765, 1.148083258825489, -0.26133378577076666, 0.7848345022968515, -0.8772155732570982, 1.7673616033758892, 1.4282320629488503, 0.7153193880349825, -0.1780365139192619, 0.7408499240750425, -0.02240865860680988, -1.6942617945841476, -0.00869197339685076, -1.2547876531186946, -0.0031898955340600795, 1.2577462487069955, 0.24561751220034173, -1.544947318935025, 1.2247724819362367, -1.676041343701645, 0.6725831568450413, 0.9211449284756625, 0.17075065823317773, -0.5927712358807365, 0.2789580355167387, -0.5987859546796744, -0.26375655485405464]"
Ses05M_impro02_M007,-0.5,0.33335,-0.33335,sad,": I don't have a choice.  I have to go.  If I don't go, they'll come and take me.","[0.7362725556259034, 0.2918501001627969, 0.5226609610405035, -2.2672091910464998, 1.2936811853371406, 0.30531918475013237, 1.4902170475736969, -0.6781221619259875, -0.9781974911944011, 0.08729732533387777]","[-0.96429211277679, -0.80780614525005, 0.7058612009695245, -0.36736965829551493, -0.5065994615274664, 0.38590549587630274, 0.23600228325539177, 1.1104617907793388, 1.007877850390679, 0.5218225601807339, -0.9684583894583686, -0.1733736641334165, -1.0366403819991437, 0.4482612327074338, -0.576217152873523, 1.0263299640000874, -0.18540748913187488, 0.7176134592732103, -1.3292130415528618, 0.14281610111111828, 0.5961561208543303, -0.5031506665797424, -0.7785365111156255, -1.5226597200307372, 1.0868244249292671, 0.536866295034002, 0.6660262102888448, 1.5918236135308226, -0.6844604671119957, -0.544609292986323, 0.9988714149272423, -0.7587135309781218, -0.5417927897999903, -0.10428655882851627, -0.08240182835340064, -1.1493439767321332, -0.4132560252307302, 0.4110936158184767, -0.24303459383740533, 0.8620027787423894, -1.662836001722838, -0.08418251505591955, 1.787209221588862, -1.9166733904278157, 1.4041314437500463, 0.21667494842839247, 1.1297121141468962, -0.16053828862923722, 1.4945341092784716, 0.41459891093513535, 0.8896060662390711, 0.06317701563780823, 0.9146705132867436, 0.178334595510157, -0.3107206009499652, -1.1011606822085889, 0.8707769550919917, 0.3266495588980445, 0.9150361931868369, 0.1924847995506179, -0.15395411035578407, 0.16226381845442983, -1.0085447718013403, -0.24778915499056695, -0.41968121547483755, 3.144459766501602, -1.158350557419641, 1.1600672516479331, 0.7026919145980656, -0.41681899752502727, -0.8330867493620961, 0.16935457612482607, 0.46111918891084275, 0.07146840950020056, 1.1201044762749, 0.4999994591210336, -0.05766550983710074, 0.9864114941844292, 0.8007589675579485, 1.7434047972260187, 0.7366823965048012, -1.9878055872205405, 0.16543940491214493, 1.2014296388951993, 1.5486640703341696, 1.8707064187082219, 1.1003437172777744, 0.6575770028593508, -1.081185867466627, -0.2687369365199273, 0.9610968321074966, -0.2452360227221405, -0.4196830598423201, -2.097506140374638, -0.5682146184627725, -0.8508667450312417, -0.5171058398128241, 0.5798383869018581, 0.03955643066852322, 0.18147277971549236]"
Ses01F_impro05_M017,-0.25,-0.25,-0.25,neutral,: this is the only track record that we have and if it's not listed here then it's probably not anywhere.,"[0.016670869887280813, 0.5327271387453509, 1.1593435710566462, -0.185704516805548, -0.7728313389912495, 0.1926488017503924, -0.14429045654433126, -0.14984382826262896, -0.5127574387464134, 1.267140587411632]","[2.2868017482518197, 0.17650726469546174, -0.23543352894043532, 0.9971678628295636, -0.7896385129826089, 2.024892388845752, 0.004782468303338816, -1.6438242250667658, 0.37734459940309406, 0.21049668314548783, -0.19401330555867716, 0.1770805461748668, -0.05404619476119778, -0.5369489155206227, -1.0063189072017076, -2.539648761350524, 0.2975415434188929, -1.15173961583312, 0.8184989441885925, 1.5434260706186986, -0.2411595764150663, -1.064253616034322, -0.317669402772403, 0.4316450099032305, 0.4254007763463941, -0.314655945172671, -0.7937800933664988, 0.7220326641482059, 0.46327518184178185, -0.9080819779146942, -0.5045944388752476, 1.3456109017287903, 0.3982784519048878, -1.742315587413266, 0.23316102869380467, -1.7485004484198976, -0.23314305621446374, 0.2933135769313339, 1.0102792081269942, 1.7747299172468514, 0.23406156051893937, -0.9262242962245804, -1.4999218837509032, 0.8533666102481372, 0.2453110684009052, 0.18064908312190506, -0.8268852007557027, -1.015952744430352, -0.8869513920944684, 1.1460065544547364, -0.17490650704185362, -0.12688501043476952, -0.2749012670837141, -1.3986565876430024, -1.772342467481583, 1.6931522162305683, 0.2147953232493237, 0.7928401645944818, -0.6366310959511906, -0.49549606178296896, -0.5113803205638855, -0.5685465541874162, -0.7084490746582569, -0.5558579827989829, 0.4949574631670969, -0.06990268454370191, 0.6617045754850729, -0.32125642916476227, 0.2241758442110449, 0.5043112023812639, -0.7310922175725169, 0.29296073308175796, -2.0333528365767832, 0.27453754369430433, 0.11798578648619043, 0.7966207277292793, 0.08375697999519632, 0.42775674698753824, -3.0799690809089406, 1.6891438695050238, -0.054715713350446143, -1.406994672446251, -0.4741032661089605, 0.6455433979274818, 0.1697928962306912, 2.339962904679751, 1.4609686857260458, 0.5571420012087386, 2.804993703933155, 1.1366362683168858, 0.33620206471269454, -1.5995148475844214, 0.06939376655141453, -0.3190541890547167, 0.7664823631812004, 1.26779231117805, 0.1860881540974245, -0.5860055770740957, 1.1286947605800326, 0.6802300653037715]"
Ses02F_impro05_M012,-0.25,0.0,0.25,neutral,": You paid for the flight and then your bags were checked at--it's a service that the airline provides for us.  So so, really, it's really the risk was taken and, I'm sorry, but there's really nothing else we can do.  So do you want--do you want the reimbursement?","[0.8858309801131373, -0.37200212518120673, 0.5403439456591997, 1.0412360377190402, 0.4605239078845553, 0.07949894425504173, -0.15895634262912586, -0.44545763689845774, 0.5101899913636365, -0.7852324877753545]","[0.8609680274882148, 0.04767192717885335, 0.07965255626377271, 0.3838864656354906, -1.242956431198297, -0.18384646938438082, 1.0064268076370224, -0.5327184190432844, -0.07489748312409043, -1.0380163530953248, -1.2191540742096953, 0.8652629984831005, -0.6678409048639593, -0.4053192320682141, -0.5111664266461807, -0.2611907888519711, -0.0005084704750974542, -0.02998378570886646, -0.45801523388112414, -0.8816463592524202, -0.024926956429523896, -1.1493590086997, 1.2133065633800477, 1.5771786510853807, -1.82857917132211, 0.7209208378261566, -0.6042198723712308, 0.4152413680875688, -0.09139380745107792, 0.38332829448978034, 0.21715093368322966, 0.28433064537755165, -1.5236412461891158, -0.616266610687968, 1.4570731521381368, -0.44128278101567525, -0.6199241266398604, 0.2619052603159058, -0.24769064571548002, 0.2301160677449907, 0.07216028078740958, -0.2359959205233368, 0.14714006984782751, -0.3899570797235279, 0.02648741250021276, 0.2511186426415543, -0.6616162805643386, 1.9804460164848314, -0.9362421162144142, 0.3455638207309628, 1.711070826757869, 0.14885647658426485, 0.3053330759765985, -0.4306933135478514, 0.4346257303584145, 0.9329590046525945, 0.38857491371614966, -0.14259752110851, -0.7882606265653771, -0.8583534191108749, -1.0757044073744768, 1.4695411664434335, -1.1380890917748157, 1.447781120171755, 1.2328641227650479, 0.24227227280914365, -0.020455463138771873, -1.7344661210176502, 0.5976571220015833, -0.11607743396387071, 1.323028057220064, -0.8402703750532198, 1.140520127068813, -0.06496075382251854, -0.3205357183581178, -0.13286399287100173, 1.3651863114392984, 0.4376488205241019, -1.2610971878213724, -1.5731840771877719, -0.13100574579682525, -2.156438028349478, 0.33611805513779824, -2.083838497935226, 0.6720574610504013, -0.8662315002581708, -0.2227931511885335, -1.3577249135609877, -0.47978871912493964, 1.2845443270871788, -1.4044560181160886, -1.794841932615603, -0.19910778548240105, -0.6785363245594112, -0.32160373536103165, -0.7197296149001648, -0.32286404328837687, 0.6135770043391001, 0.15922526543509646, -0.9904069330655029]"
Ses04F_impro04_M018,0.0,-0.25,-0.25,neutral,: Are you- I mean do you like get dressed up and everything when you go to the job interview?,"[1.2430747538568048, -0.800868647110438, 0.2343560549735023, -0.053659357453294164, 0.576956080762658, 0.5601077704160796, -2.692179285415579, -0.3714910864452311, 3.4132981502444477, -0.8900547229165464]","[-0.6600342082520497, -0.19873873213293397, 0.23136827094148066, -0.6997279455009103, -0.5842246334409734, -1.9726379710049025, 0.7329467990127677, -0.1864207606689254, 1.2406207902949449, -0.7751181592555871, 0.97763371681501, -1.7383738571655798, -0.7335584613186741, -0.772230017846854, 0.5793036187225585, 0.7988990326170067, -0.24904084586124475, 0.16036551767062543, 0.2637559049437377, -0.8589898108672283, -1.1719511023683165, -0.0037967182515957626, 1.3399247036563895, -0.37874585001145644, -1.2997484878400782, -0.991517448868979, -1.1027329476665266, 0.16911638297196402, 0.09298530912323645, -0.8500840287703864, 1.7830085982169408, 0.8947258705801171, 0.8895988846918698, 1.3815321006868906, -0.12290507264625908, -0.35579832113062965, -0.20942516978985745, 0.06138116962899791, 0.39741267528070584, 0.5139255009309043, -0.15532493392141009, -0.2884968680380763, -0.9917712191064356, -0.7093951996944304, -2.1456527816282187, -1.1821908631951836, -0.9840787033905443, -1.0822433714962651, 1.0305219592700354, 0.7105391986554618, -0.897794082210031, 0.7741255405568236, -0.9648497184230368, -0.4185714791550716, 0.6219673413284579, 0.11637939037499642, 0.7065778016576085, -0.10047520751324246, 0.5236260976228807, 1.6146871333965027, -1.2880175746143585, 0.3603378646564083, 0.2915678238171235, -0.7698281316658683, 1.3232503886595, -0.006256118957145615, -0.3147259945515557, 0.8608713259348857, -0.39820620830490555, 0.7336456916697328, 0.8113359139969367, 0.22706452789772888, -1.0077557522413765, 1.0490222580097932, 0.068608495710705, 0.32301273243580597, 1.660829093611676, -0.4564064524104014, -0.3514402803051791, -0.8137329719355376, 1.2122136344119299, 1.3537584734840642, -1.73747658596821, 1.0435707403198577, -1.0008053272206112, -2.5493910723032847, 1.2585546825329592, 0.7947171368670812, 0.04167493157094294, -0.7879186293802702, -0.011559519288880717, 0.7634891921341362, 0.047615673366740566, 0.8590338383279695, -0.6049636563231964, 1.405912768737116, -0.5290132285197539, -0.3398845446707066, -1.7960529128771616, -1.995812610580656]"
Ses02F_impro08_F005,0.5,0.0,0.5,neutral,": I want to definitely give you our special package today, which um is usually only for valued customers who have a record of having previous,","[-0.4398216447262507, 1.584376485100133, 2.1523165500786545, -0.8090664309255425, 1.5972133570974931, -0.15780045005926327, 0.40351594724443185, -1.864069805158042, -0.2734740315232768, -0.5478071881293924]","[0.28301425048974227, 0.29765268895095714, 1.0426162584877157, 0.1466884625084782, -1.1895236005507253, -0.9210801204762322, 0.41345317661061265, 0.5603141947516227, -0.14271847529833345, -1.6877728292269918, 1.6537695283757243, 0.9807771368230699, -0.8833197100506273, 0.40708106435408387, -0.6091949321342645, 0.31563055243374866, -0.6574993624750175, -1.4262057704810274, -1.9025303320569378, -0.455572439209023, 0.023591625790797318, 1.127656309417505, -0.8493380768059854, -1.8276418544202668, 0.6879004005098396, -1.2764602309289415, 0.5046800141777344, 0.27534088280416463, 2.1606202811546997, 0.28902267151601585, -0.5347243088321691, 1.396666851022167, 2.0745446096077607, 1.1415436756560708, -0.005733958417491522, -1.4116143503546283, -0.7448940409956587, 1.0526777023150702, 0.4899903703253564, 0.5939470450564316, 1.6233341245930422, -1.3178626837018295, 0.8272377762469061, -0.5050554898463144, -0.40120325042545557, 0.12786281304056366, -0.7247565550141717, -0.07197561602135977, -0.18746050346595186, -0.46954104211467457, 0.37335075691205716, -1.000223540416991, -0.17318258039073015, -0.9896531483459493, -0.20760530606975736, 1.1573445062710492, -0.14438957714546036, 0.7904969922737588, -0.9997053423620286, -0.5197332351834394, 1.6168308367733728, 0.9945236651127924, -1.9561377757581608, 0.30049136931219866, -1.893226850877241, -1.1313120280676472, -1.1435464303206027, -0.7125285005457305, -0.1906705760615037, -0.8463288559315387, -0.4033877186846759, -0.4330057141449582, 1.450069608899135, -0.20521135409769636, -0.29518684691077185, -0.2100158768995265, 0.3685818354503492, -1.8215311500052305, -1.3935432565084906, -0.43763456600142997, -0.7624868007145181, 0.999182357587236, 0.04741496288152599, -0.33725045487459465, -0.6630578336662607, 0.10715740096717175, -0.24109161821283193, 1.8239310687651458, 0.9721576546485347, -1.1914235943562668, -0.4687710361716113, -1.32031863370407, 0.7293515583302741, 2.2324386008172534, -0.6086330208114754, 0.9345778659827204, -0.8316815418031669, 0.8602962944366844, -0.26394844799180844, -0.0884612299256076]"
Ses01F_impro05_F007,-0.25,0.0,0.25,angry,: Yes.,"[1.2330289356966777, -0.704116213745842, -0.271017328810074, -0.3502687216909815, 1.3407561423686414, -0.7082358709905772, -0.36537460007541583, 2.48478790622798, 0.248221781194357, -0.5026516048465298]","[-0.18224275664221096, -0.17055839758180533, 1.983855739693958, -0.5443189818072259, 1.6198853454097777, 0.062420906343235265, 0.29090331497736693, 0.8587583997300916, 1.0269737080231727, -1.1252252860614018, 0.09346551803402045, -1.6183173714032002, 0.6763402556214567, 0.7470132530569843, -1.1126592485078688, 1.366841077333547, 1.1427869090578018, -1.9015154891452597, 0.5666053759123153, 1.4974721246745775, 0.6953388596331916, -1.274559115389834, 2.038908584066118, -2.261149324293668, -0.31596786526044485, 0.17421935856132645, 0.37715180775806495, -2.124481057355518, -1.7455157990243022, 0.6028321695906644, 0.7058375903649293, 0.5929607816637605, 0.44834002002990003, -2.038653160255835, -0.841384818149906, -0.274915348035639, -0.18508014870594755, -0.10077471640680404, -1.149912120700308, 0.8952700796533256, 0.12941454702998426, 0.9143301799320328, 0.15059033388982557, 1.109301682659711, 1.9158059363051916, -2.25041879053088, 0.8791772889615225, -0.44805689607881666, -0.7472485220740397, -0.42138975366763637, 0.18914794575012608, -0.41245596814979923, 0.15238301904167562, -0.299912212536015, -0.026702598371359534, -0.6220297738149039, -1.087135717253885, -2.049102719199179, -0.006962148344111286, -1.1636243448442047, 0.1814054180283846, -1.4608767365050217, 0.7291153868939265, 0.7583867377385201, 1.112369762764059, -0.7825190192869186, -0.004202203045656421, 0.32190889419341756, -0.11711321163676348, 0.9492136088905956, -0.5961835052474413, 1.3360446899100311, -1.508859817792648, -1.4860043141215313, -0.2566254460594592, -0.21587956456894872, -0.018605123495304163, 0.6904304849644448, -1.3710869168061521, -0.4293263055801268, -1.096107285925479, 1.219491066734964, -0.45865116412129087, -0.8864286189638252, -1.3487721615918713, 1.389538155493797, 0.25257243540758756, -0.21925984376900376, -0.3375090359252965, -1.4763782102785912, -1.1379649488293728, -0.7919039398806416, -0.4528248399000032, 0.4426397816812544, 0.12248965285475684, -1.0068355495793604, 0.32706236414823364, 1.2141470066795272, -1.4962968806604122, -0.7626566019898815]"
Ses05F_impro05_M015,0.0,-0.25,0.0,neutral,: Sentimental value.,"[-1.8288189091748055, -0.8278379719161956, -0.5229095953442933, 1.2956590378009856, -0.35642189372619565, -0.6788359874075909, 0.7641573722743007, 0.8261969593854964, 1.0955758502262094, -0.19561942471684476]","[-0.6652391323014282, -0.38366518520094295, -0.4214366106629099, 0.6554282974346243, 0.7682816856746403, -0.07209139221321367, -0.4911649398049201, 0.4541338698418384, 0.8215241679068535, -0.8820194525062277, -0.3750472306632993, 0.4379403804003924, -0.5627102289284036, -1.4774527984643953, 1.6612764290891742, -0.8849001079398711, 0.2798935744038179, -2.730691732380274, 0.019918544673584598, 1.2630665274407318, 2.053347382025897, -1.4552350861392633, 0.6864340750081853, -0.9585693705945505, 0.9677746171906487, 0.7417991177659697, 0.6131448287296284, 1.0320510511427077, -0.10721902124604296, 0.6696489820998257, 1.5752700635101262, -1.5978421248957688, -0.8559627988261138, -0.028551193404207816, -1.3372933313906668, 0.11669055065242534, -1.9268217560540313, 1.2324516700365216, 0.17684230994970046, -0.13372376566436237, 0.7548783155524014, -1.1941023798874957, -0.13111529460600566, -1.0002181032484356, -0.7092464442707677, 1.8023308170159302, 1.3247534550428612, -0.0022186788076892774, -0.48101016951723674, 1.8250631619520936, -0.2462394136807385, 0.7325731687350807, 0.3817840661217276, -1.0829805021002552, -0.17870349438048017, -1.6733204249717855, -1.532648788821445, -1.4635981636556632, 0.6938561176196482, -0.7398478844823912, -0.21087510973925622, -0.17569430978048672, -0.6796029702899049, 0.4371910995027516, -0.12334227053063875, -0.06722428022999286, -1.3129440268234867, 0.33215699153847505, 0.21517284037855264, -1.3894331777911066, 2.198105307902392, -1.2730700430294561, -0.14896941350500384, 0.5054345498572707, -1.0509050011976544, -0.3958415177124081, 0.6805146777493999, -0.5187400160307153, -0.3237933741123245, 0.9135834664688028, 0.23715236939712164, -0.26827680097861184, -0.37768240790475255, -0.3333164455169014, 0.46725931047875413, -1.0761491299554657, 0.5229294816683923, -1.6448019367240931, -0.6266010183118786, -0.08367157434456683, 0.725653534584025, 1.3610478640036168, -0.8750514460176155, -0.12149027409562259, -0.1740713449179516, 0.1718336502297094, 0.2832047981534996, 0.8735735802443604, -0.943842155863893, 0.1381793037745773]"
Ses05M_impro07_M001,1.0,0.0,-0.25,happy,: I got it.  I got accepted to U.S.C..,"[-1.560915319022485, 0.7245401672843992, -1.9792582652015998, -0.12558107484155887, -0.5068102194711784, 0.2800559913765725, -0.8284530843843463, 0.02080272746055044, 1.7456088500711922, -0.03852905541540069]","[1.0630414514357842, 1.407870646603917, -0.8401501039368882, -1.021679803638076, -0.8994138489293871, -0.8661360444650726, 1.3168683264131888, 1.1805708848961234, 0.36110945392340404, 0.9377068754818016, -0.0372606297027618, 1.6167701605754992, -0.9017219785005268, -1.0808149877057025, -0.9096671342212662, -0.5074150784500467, 0.15874433143807368, 0.5528747199565283, 1.0703020042835383, -0.06973194698623457, -0.4361586171031382, -0.6831227448152093, 0.33560416067853516, -0.6341235179909086, 0.37958963037630294, 0.4743103287967643, 0.6448993933066782, 2.462183763061489, -0.25534917548218217, -0.8724806909163252, 0.02189563457345389, 0.2433736980868481, 0.13311431115985578, -1.1928735004806743, 1.8304802201800072, -0.1417294018490174, 1.0814539172060165, -0.6305812110204562, 0.19124026116563053, -0.255991396243589, 0.525755687456216, -0.78221862285466, 0.09706709644776737, 2.1004717721886226, -0.6451693005261772, -0.6342621840466249, 1.9426148198297086, 0.6921274139054279, 0.014335052338841336, -0.11565684105843155, -1.291644184829375, -1.1605387688444717, 1.5608197145439764, -0.9144557207443277, 0.41154304956328874, 2.26024687047441, -0.33184458458936905, 0.8929358330951354, -0.8128078648400017, -1.1239898605372274, 0.005846108366073159, 1.3699723091703162, 1.562925837262451, -1.108861877341941, 1.1696189405498332, -0.2636146727358657, 1.257508585483765, -0.6485449417032436, -1.0525454194946042, -2.423170560544559, 0.4336160464853392, -1.0080652126882836, -0.8786135130530777, 0.9419750652994088, 0.724444994733173, -0.5104975076419525, 1.7669695066936937, -0.30421026079774954, 1.3544641191604598, 0.08031011087145296, 1.1840503902581734, -1.1667791800261464, 0.9195602369117539, -0.43485712298749274, 0.14050280715599345, 0.19125897939046385, 1.645091462176824, -0.3391871124725837, -0.01248690491094712, 0.3246451029540086, -1.1793232390873527, -0.07221791421232397, 0.6667491772431484, 0.44580158069961817, -0.7251287951747203, 1.4708762174163628, -0.01724830568723644, -0.5891576052506404, 0.5868598040372707, -0.9872552047137909]"
Ses04F_impro04_M023,0.0,0.0,-0.25,neutral,": Because I don't know I mean just, you know, just keep- keep- keep at it.  Keep trying.  Go-","[-0.5204520647062394, -2.176879172322907, -1.1708444271176774, 1.9806810021867565, 0.39408585641310556, -1.2981854087105182, 0.8715281943013722, 1.2062327050887816, 0.27055319924694776, 1.2988033882007053]","[0.4527731481006642, -1.1255357332670515, 1.3678820246801093, 0.2671325472972978, 0.24443520322918644, 0.21981462516885697, 0.6590831125753378, 1.0790226325155308, 0.6697803733216251, 1.318292385082154, -0.5861460920217719, 0.6177590367753749, -0.6933415222003355, -0.4142440172608227, 1.326243999748698, 0.003181944941644655, -0.723474940934291, -0.40237623219169527, 0.562196513839737, -1.1107191296057568, 0.7155163354761728, -1.866591609333066, 1.3175723654307214, -0.5423639576798237, -1.5411293521731766, 0.4484255132721013, 1.1040426676511368, 1.7793890922662758, -0.5410606686263153, -0.268121568749396, -2.194305267428424, -0.4697423286289339, 0.18809076447365336, -0.6073435955445756, 0.02468137993869105, 0.3983242410514377, 0.04256144071140964, -0.09526299189467206, 0.23329868921416755, -2.8251841355118716, -0.6306255254548683, 1.806794261598658, 1.099232670082194, -1.4605312455114055, 0.2730521175701346, 1.020760653861782, -1.1291015117755396, -1.434088549639563, -1.9735527174076222, -0.7407816806385824, 1.3162492010406202, -1.6845668920011707, 1.360108818297144, 1.0635837712403615, 0.6635628207149888, 0.9389508600693934, 0.755887092231846, 0.4041312687671742, -0.49033554106284155, 0.4221854785548371, -1.2264008822304098, -0.8561993389199508, -1.151498478635724, -0.6096597238362952, 0.06328787302942698, -0.5609248504788096, -1.282687577454206, 0.7130425751299915, -2.2961977886089673, 0.5200654926927243, 1.2684903123617732, 0.07189784231105217, -1.0550395209300398, 0.11629181458886109, 0.6295168282613737, 1.4962756521980252, 0.9569812751767216, -0.9229367785136041, -1.7973655066391816, 1.2335687663097252, -0.20533849103083007, 0.38919096123215663, -2.897299749717377, 0.9053324605242309, 0.7665937541253668, -0.45482427833544903, -1.3013074009596701, -1.245123806299576, -0.39186446824250193, -0.8737228196648364, 0.35248251743284353, -0.4556183283631753, 0.21696367595071853, -0.5784923624385723, 0.2703502982548479, -1.944027226317185, -1.0848778784312958, -0.721424312257709, -1.9794325969395956, 0.1948996453053462]"
Ses04M_impro02_F009,-0.75,0.25,0.25,sad,: You won't even know your child when you come back.  This -- isn't there someone you could talk to?,"[-0.7446772162888763, 0.6067652631420678, 1.0658017360682366, 0.16191490871758668, 0.2887515051347597, -0.5258901764633653, 0.36213126384720634, 0.6563835719183143, 0.09528964390128268, 0.8728845043007303]","[-0.6933237144712899, -3.0375244787764886, -0.6971193942517037, -0.7485319848905427, -0.4741167873996472, 0.8507693571344925, 1.7722553288855247, -0.16288846843291843, -0.4241891783555976, 0.9663170196020116, 1.2564216898624159, -0.545841192401317, -0.2445776266399791, -0.1940367422723133, 0.1671912461745681, -0.3140590036806424, -0.5035513067283413, -0.47682590726585344, -0.3832610748570545, 0.7448963614642045, 0.11698371967195599, -1.3967581049093458, 1.6073021543472643, 1.9460633072413909, -2.8290038482051174, -0.715935847946191, 1.0660234612511137, 0.7645607431895929, 0.46956620630895096, -1.0104955807076872, 1.0835188893757848, -1.3372815414396915, -0.10057284669217743, -0.1702254812155979, -3.033470279454105, -0.49849434799818576, 1.6961393571592076, 0.647388847139723, -0.6687209387508878, 0.788156233431671, 0.412018512537898, 0.421627901967577, 0.1897633454156968, -0.17530694629844965, 0.4657326101945807, -1.0092237059484845, 1.0588032120952633, -0.8696378981277437, 1.4420828317348509, 0.162282770071969, -0.49363143046969427, 1.1401680035940018, -1.2289759760293593, 0.58667678293792, -0.8722022568342572, 2.631541846439806, 0.891125296615312, 1.1468378681402969, 0.801487856086787, -1.6329042605090924, -0.1483899550805732, 0.692816597540515, 0.8825229146998559, -0.4998353391265149, -1.925545526067079, 0.37165638831155245, -0.4458311865225175, 1.2256829161196987, -0.04678849042713981, 0.10131819969042048, 1.084084339251933, -0.8190135596089877, -0.8616228872524406, -0.052560963497732406, -0.10843908359665486, 0.09706815726034784, 0.6161449453050557, -1.149712328987823, -0.3313551597953212, 0.28638250263869447, -0.3924384551382643, 0.8726782604879937, -0.38586870813827945, 0.11903672878111266, 0.5838539771931579, -1.2748187054877231, 2.345582624225108, -1.396557288369474, -0.47397363441319823, 0.4347636119528513, -0.24468089240092628, -0.3795755153104947, 0.6957309669418401, -0.5978323413272278, 0.3902286798137699, 1.1722911061354286, 0.06630504613011098, -0.9021737282325012, 1.7075159836497815, 0.948004721809211]"
Ses04M_impro05_M016,-0.25,-0.5,-0.5,angry,: You--,"[-0.45257309056344014, 1.0121297116849377, 0.8940837399962945, -1.1998282018330373, -0.08590269918351826, 0.05761638237490913, 1.0073661179301263, 0.5124016067509434, 0.5996932721035616, 0.5161433309198415]","[2.1780458337831026, 0.12391425046489007, 0.4760059088188498, -0.7579653167059351, -0.33426208538877367, 1.1909606290156016, 1.715670220472425, -0.19993739563223362, -0.4471136708910228, -1.0594751731286574, 0.5613097242781034, -2.6023551491193153, -0.6588088668018545, -0.5950900880798893, 1.6856252597840038, -0.495966984663856, 0.5541804686858847, -0.7636007739462605, 0.024170830285845227, -1.9155599046460452, -0.09414957992904714, -0.6854671919217633, 0.46244389079544806, 0.04035517571879195, -0.6558529183164319, 0.6303263073516623, 0.715368954045021, -3.0142023987534245, 0.05451503472029054, -0.462311449224934, 0.29802815863328214, -2.3445296825642856, 2.1530939795659667, 0.517279866805515, -0.646668428782981, -0.0061252321261170885, -0.7327031134657139, 2.8612631304673997, -0.7518579438488094, 1.2805119477395983, 2.383458626574811, -0.15709014918993952, 2.5225571349640674, -0.23069230577938346, 0.6038847204872475, -0.0308561661583074, -1.0770088953735946, 0.26709855978582997, 1.4481646569984323, -0.5007220920447779, -0.34779601287292217, 2.218409267374989, -1.377284277829737, -0.503421080551108, 0.4259363082730033, 0.751192778065329, -0.12497484898373704, -0.895763383248001, -0.45177805843640984, -1.9830059062469187, -0.8887165953187652, 0.6097538232259941, -0.815289173483476, 0.8813084698211404, -0.1643743465789244, 0.4063579373531023, -0.7033146117550284, 0.8620177290787967, -1.2965533798155353, -0.1994734847509627, -0.255004092837637, -2.5228953680362936, -0.2265725017166565, 0.5547367438447899, -0.20074983282625797, -0.9256575597575595, -0.4910404000894393, -0.17338689398751636, 1.3561519113207199, -0.2231148691412498, 1.3271047509172396, -1.2940673180013624, -0.2075794157600421, 1.7969819083095941, -1.222465925485361, 0.13529092372980253, -0.19240392774305137, -1.0717472106045844, 0.058122586762145684, 0.6650195472191307, -0.43846031431909005, 0.4458300574224054, 1.1419506985684709, -0.2278382517900286, 0.5827431315712234, -0.4654971643087462, 0.11107616916542952, 0.30501837837705464, 0.22208168750241172, 1.1787271918436137]"
